,prompt,open_clip
24,"portrait of vi from arcane in dark dungeon, jodhpurs greg manchess, painting by sargent and leyendecker, ghibli studio, asymmetrical intricate elegant illustration hearthstone, by greg rutkowski, by greg tocchini, by craig mullins ",a painting of a woman holding a sword . 
25,"dreamy food photography, critical detail, atmospheric dreamscape painting, godly light, evokes a sense of wonder, digital art, sharp focus, wlop by ( artstation jeremiah ketner and leonardo da vinci and greg rutkowski ), cinematic, a simple textured vector based illustration, masterpiece : a dramatic framing of a challenge, contrasting colors ",a woman standing on top of a cliff . 
26,"large octoberfest invite card, a zombie drinking beer, photoshoot, 4 k, hyper realistic, natural, highly detailed, digital illustration, trending in artstation, classical painting, smooth, sharp focus art by ilya repin ",a woman holding a glass of beer with a skull on her face . 
27,a minimalist deep space space station floating planet by alena aenami petros afshar speedart ,a painting of a person in a space helmet . 
28,lonely beach at night dark art style 4 k trending on artstation cgsociety contest winner award winning sad atmosphere melancholia movement ,a person standing on the beach looking out at the ocean . 
29,sadsadsadsadsadsadsadsadsadsadsadsadsadsadsad ,a person holding a bottle of soda in their hand . 
30,"art by john singer sargent showing the creatures of the burgess shale living in a cambrian period coral reef. naturalism, wildlife painting ",a painting of a group of sea animals in the water . 
31,a baby by anne geddes ,a naked baby sitting on the ground with his arms crossed . 
32,"photograph of beautiful landscape, beautiful lake, environment, colors, film, dramatic, cinematic, highly detailed, mid day, large scale, realistic lighting, octane render, high quality, trending on artstation, hd, 8 k, clear, sharp ",a painting of a lake with mountains in the background . 
33,"two squirrels playing fencing by greg rutkowski and thomas kinkade, trending on artstation, 3 d render octane ",two squirrels are standing next to a tree . 
34,"1 9 century, polar expedition going deep into frozen cove, jodhpurs greg manchess painting by sargent and leyendecker, studio ghibli, fantasy close shot asymmetrical intricate elegant illustration hearthstone ",a group of people standing on top of a snow covered slope . 
35,"plasticine two lovers walking through paris, strict clothing, bright colors, edward hopper and james gilleard,, highly detailed, zdzislaw beksinski, octane render ",a man walking down the street in a city . 
36,"a brand logo, stylized logo, of a tragic supernova, flat, logo concept art, brand identity, 8 k resolution, hdr, 4 k, 8 k, hd ",a white circle with an e inside of it on top of a black background . 
37,"jaden smith symmetrical close - up portrait as ancient egyptian, front view, white tunic with teal embroideries, meadow background, highly detailed, sharp focus, illustration, orientalism, art by aleksi briclot, magali villeneuve, greg rutkowski, alfons mucha ",a painting of a young man wearing a blue shirt . 
38,"birthday cake, 3 d, realistic, render, translucent, glass wave sculpture, translucent blown glass wave sculpture blue and purple ",an image of an abstract image of a blue object . 
39,"a futuristic woman with white hair and a cheeky grin, sci fi character portrait by greg rutkowski craig mullins ",a painting of a woman with white hair smiling . 
40,"vector art of a full moon, logo design, illustration, flat background, artstation ",a bright white light shining in the dark sky . 
41,iridescent translucent jellyfish realistic detailed artstation unreal engine 4 k ,a jelly fish floating on top of the ocean . 
42,half body renaissance marble structure. stylized. high quality. super detailed ,a couple of statues that are on a wall . 
43,"weta movie still full body portrait photo, mesh render, of classy elegant sophisticated 小 柔 seeu as a translucent plastic cyborg girl ， big eye ， glittering light leaks, electromagnetic waves, by nixeu and guweiz weta, wlop, ilya kuvshinov, rossdraws, artgerm, anime, liosh, mucha ",a woman standing in front of lights and a purple background . 
44,"blurry and dreamy screencap of a character from 8 0 s horror anime, woman with short hair and black eyes wearing dress suit with tie, satoshi kon anime, character design by yoshitaka amano and junji ito, glitchy vhs tape, streets of night tokyo in the background, perfect blue color palette, noisy film grain effect, blurry image ",a blurry image of a woman in a black hat . 
45,"portrait of an scottish man wearing a traditional nineteenth century scottish empire military uniform, metal shoulder pauldrons, intricate, highly detailed, digital painting, artstation, concept art, sharp focus, cinematic lighting, illustration, art by artgerm and greg rutkowski, alphonse mucha, cgsociety ",a painting of a man in a military uniform smoking a cigarette . 
46,"highly detailed painting of a river running through a valley, with a vortex of dramatically moonlit clouds above it in the sky, with the moon in the center. psychedelic art, album cover, sense of awe, apocalypse art, by jeffrey smith, deviantart ",a painting of a river flowing through a valley . 
47,"mike tyson being attacked by 3 cute kittens in paris, movie still, 8 k ",a group of people holding a white and black cat . 
48,"doom slayer from doom eternal, photography ",an image of a red and green robot holding a gun . 
49,"surreal summer morning!! gediminas pranckevicius!! a happy village by kengo kuma, art by malevich, very coherent, sharp, colorful high contrast, dark shadows, hard lighting, floralpunk flower garden, inking etching screen print paper cutout collage ",an abstract painting of a city with many buildings . 
50,"epic 3 d, wild cables spiraling, vr headset designed by ikeuchi, plum and teal peanut butter melting into circuitboards and crystals, liquid, bubbles, crystals, houdini sidefx, perfect render, artstation trending, by jeremy mann, jamie hewlett and ilya kuvshinov ",a man is holding a bunch of wires in his hands . 
51,"a black and white ink drawing of a ten year old girl in winter jacket and and a fur hat walking in the woods with a talking tall toy elephant with large eyes, comic book character ",two children are walking through the woods in the snow . 
52,"man, fireemblem, bowlcut, roundsunglasses, dashiki,, art by artgerm and greg rutkowski and magali villeneuve, portrait, d & d, fantasy, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration ",a close up of a person wearing sun glasses . 
53,"a painting of a fearsome hyena matriarch by greg rutkowski, dark fantasy art, high detail, trending on artstation ",two hyenas are walking in the grass . 
54,"[ full - body portrait of a woman made of wires ]! with a disdain facial expression, trending on [ artstation ]!, digital art, cgsociety contest winner, [ symmetrical ]!, golden ratio!, award winning, bioluminescent colors, volumetric lighting, futurism!, cyberpunk atmosphere, front view ",an image of a woman with a futuristic look . 
55,"a close - up leaf, in concept art of main menu loading screen background. for russian mmorpg king's bounty, might and magic heroes 6. by a freelance artist, artstation, behance ",a painting of a person wearing a head dress . 
56,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, octane render, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting ",an artist 's rendering of an industrial setting . 
57,a portrait painting of cheryl coverstone ,a painting of a woman in a gold frame . 
58,"realistic portrait of a crusader knight, with tanned skin, in a byzantine mosaic, very detailed, very realistic, elegant, top art, renowed artwork ",a mosaic of a man with a helmet on his head . 
59,"small whales deep under a small ocean, studio lighting, golden ratio, details, masterpiece, fine art, intricate, decadent, ornate, highly detailed, digital painting, octane render, ray tracing reflections, 8 k, featured, by claude monet and vincent van gogh ",a painting of a sea snake swimming in the ocean . 
60,"still film, cinematic shot, symbolism on film, 8 k ",a television camera set up in front of a cloudy sky . 
61,list of all 5 0 states ,a collage of many different types of labels . 
62,"aesthetic colored cine still candid portrait of a woman in a school uniform, by studio trigger, by satoshi kon, by akira toriyama, by yoshihiro togashi, by yoshiyuki sadamoto, by naoko takeuchi ",a series of pictures of a man and a woman . 
63,"cassandra cain portrait, black and red silk robe and decollete bra, art by artgerm, wlop, loish, ilya kuvshinov, 8 k realistic, hyperdetailed, beautiful lighting, detailed background, depth of field, symmetrical face, frostbite 3 engine, cryengine, ",a painting of an asian woman with black hair . 
64,"qwertyuiop landscape, atmospheric photograph ",a full moon is setting over the mountains . 
65,"skin concept head venus эээ сделаи спереди побратски trending on artstation, sharp, hyperrealistic ",a woman with a bald head is looking at the camera . 
66,"stunning oil painting of the ocean spiraling up into the sky, masterpiece, very detailed, 8 k, high quality ",a painting of a wave in the ocean . 
67,"sorceress, fire emblem, genevieve o'reilly, art by artgerm and greg rutkowski and magali villeneuve ",a blurry image of a person standing in front of a fire . 
68,"neon by m. c. escher, endre rozsda, wu guanzhong. ink and wash painting, vibrant, calligraphy, woodblock, ink, geometric, 3 d. ",an abstract painting with red and black swirls . 
69,"large purple lovecraftian void, abyss, purple clouds, cinematic lighting, matte, digital painting, illustration, highly detailed, intrinsic design, 4 k, 8 k ",a painting of a purple sky with clouds . 
70,"biohazard portrait of gandalf bioshock, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",an old man with long white hair and a beard . 
71,"a woman with green hair in cockpit of mech, piloting magitek mechanical magic armor, steampunk cityscape in snowy cold environment, final fantasy, roses, rain, snow, beautiful classical ornament, alpay efe, wlop, alessio albi, oil painting, masterpiece ",a woman with red hair wearing a helmet . 
72,"a baroque golden palace with rubies and emeralds, studio ghibli, studio ghibli style, hyper detailed, cel shading, toon shading, shadows, ",an artistic painting of a large building with a balcony . 
73,"hyperdetailed windy dusty portrait lithuanian woman. by greg rutkowski, highly detailed, digital painting, artstation, smooth, sharp focus illustration, artstation hq. intricate, elegant. art by wlop and artgerm and greg rutkowski, alphonse mucha, medium shot. dan mumford, tomokazu matsuyama, takato yamamoto ","a beautiful woman with long , curly hair . she is holding her hands . "
74,"anime little boy, cat ears, red and black hero suit, glasses, posing on building at night, digital painting by james jean, kishimoto, wlop and toriyami togashi, inspired by hirohiko araki and made in abyss, anatomically correct, extremely coherent, smooth ",a couple of people standing on top of each other . 
75,"cute big dog sleeping in magistral forest, 8 k resolution matte fantasy painting, cinematic lighting, deviantart artstation, jason felix steve argyle tyler jacobson peter mohrbacher ",a painting of a bear laying in the grass in the woods . 
76,"white and brown mothman female by rebecca guay, insect face, creature, hybrid ",an image of an angel in the middle of the night . 
77,"close up of a terrified and frightened beautiful young woman with red blood splotches on her face, wearing a magnificent emerald necklace, curled in a corner weeping in terror, in a castle corridor. long brown - chestnut hair. green medieval ball gown. 4 k low angle photograph, lens focused on necklace, clear image, detailed horrified face ",a woman with green makeup on her face . 
78,"a painting of a silhouette in the water in front of a eclipse!!! with a red sky, poster art by noah bradley, peter mohrbacher, behance contest winner, symbolism, darksynth, poster art, apocalypse art, hellish background ",an oil painting of the sun setting over a body of water . 
79,"autumnal crown, art by artgerm and greg rutkowski and magali villeneuve, fantasy, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration ",a beautiful woman with long hair wearing a wreath of autumn leaves . 
80,"a digital fine art painting of vortex cherry blossoms rushing to sky super nova galactic stars, a detailed matte painting by vincent van gogh and claude monet and thomas kinkade. paint spatters, paint drips, paint stippling, paint dribble, paint speckling. dry brush and wet brush. rich texture, rich vivid color. ",a close up view of the branches of a cherry blossom tree . 
81,"full - length portrait by edward hopper. emo. maximalist, detailed background. short dark brown messy pixie haircut, large black eyes!!!, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker. ",a painting of a woman in a black dress . 
82,"close up of a terrified pretty young woman with red blood splashes on her face, wearing a magnificent necklace with many emeralds, curled in a corner, panicked and crying in shock, in a castle corridor. long chestnut hair. green medieval ball gown. 4 k low angle photograph, lens focused on necklace, realistic, clear image ",a woman with red hair and a green dress . 
83,"1 9 century, giant zeppelin float, wide view, ice pole, jodhpurs greg manchess painting by sargent and leyendecker, studio ghibli, fantasy close shot asymmetrical intricate elegant illustration hearthstone ",a painting of three people in a boat on a body of water . 
84,"an alien underwater world filled with resources, creatures, wonder and threats. artstation ",an underwater view of a coral reef with an ocean creature . 
85,"robots creating new robots in a factory, oil painting by justin gerard, deviantart ",an oil painting of an assembly line of robots . 
86,"character design malosse malosse houndour transformers rise of the beasts earth defense force tank beautiful biolight hdr cgi 4 k chrome car, alena aenami artworks in 4 k tribal robot helmet bumblebee artstation by jesper ejsing, by rhads, by feng zhu backpack ninja mask tripod collosus 2 0 2 3 megatron ",a painting of a yellow and black robot with horns on its head . 
87,woman trash metal album ,an image of a woman that has a tattoo on her arm . 
88,"a rhombohedral, cubist small pink square with an irregular diagonal, and white triangle above it by jacques villon, trending on flickr, crystal cubism, angular, cubism, geometric ","an abstract painting of triangles in blue , pink , and yellow . "
89,"a fisheye lens shot on full - frame camera of a beautiful woman, lens distortion, intricate hyper detailed, peter mohrbacher martine johanna casey weldon chie yoshi trending on artstation ",an abstract painting of a man on a horse . 
90,"closeup of teenager justin sun with a devilish smile looking sideways at camera with road and burning house in background, firefighting, firehose, fire extinguisher, fire engine, rule of thirds composition, short focus ",a young man in a red shirt standing in front of a fire . 
91,photo of weirdest cute glowing chibi critters in a forest cabin having a tea party and playing board games in a omnious atmosphere intricate detail surreal art digital painting digital illustration sharp focus style of hieronymus bosch style of salvador dali style of magic the gathering trending on artstation octane render ,a group of pigs sitting around a table . 
92,"solar winds on ceres, beautiful landscape, space environment, colors, film, dramatic, cinematic, highly detailed, mid day, large scale, realistic lighting, octane render, by wlop, artgerm, trending on artstation, hd, 8 k, clear, sharp ",an image of an exoplanet in the distance . 
93,a movie poster for the film'the fifth element'in the style of saul bass ,an illustration of a man and three women . 
94,"realistic portrait of a arab knight in a byzantine mosaic, very detailed, very realistic, elegant, top art, renowed artwork ",a mosaic of a man holding a spear . 
95,"atlas holding a nuclear bomb, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ",an image of a man with a helmet on . 
96,a scubadiver floating in the sky ,a person in a wetsuit swimming in a body of water . 
97,spiderman stuck in a web ,a man dressed as spider - man sitting on a wall . 
98,"photoreal cyberpunk!!! portrait by nicola samori and russ mills, very intricate! worker wearing a black hoody, glittering light leaks, electromagnetic waves!, blue glowing aggressive led eyes, zbrush, greeble skin, octane render, cyberpunk, dystopia tokyo ",a man with a face covered by a computer screen . 
99,an anime girl in love with an indian boy ,two anime characters are looking at each other . 
100,"a japanese woodblock print of a japanese cat by ohara koson funny silly fine art, high detail, trending, award winning, featured ",a black and white cat with yellow eyes . 
101,oil painting of a heroic guinea pig. ,a blurry image of a cat laying on the grass . 
102,"mysterious figure wearing a synthwave punk cyber cybernetic trenchcoat. photograph, postapocalyptic, over the shoulder, fashion, vimeo netflix, decorated punk trenchcoat. motocross helmet, cybernetic bunny ears. gentleman elegant ",a man in a black leather jacket and purple mask . 
103,"babylonian ziggurat, dieselpunk, scifi, futuristic, highly detailed, digital matte painting, artstation, concept art, sharp focus, illustration ",an artistic rendering of a very large complex of buildings . 
104,"edwardian headshot photograph of timothee chalamet, young, 1 9 0 0, 1 9 1 0 s, grainy, charming, handsome, slightly blurry, realistic, jawline ",a young man in a suit and bow tie . 
105,"futuristic city, brutalist buildings, street scene, oil painting, by greg rutkowski ",an artistic painting of a city in the middle of the day . 
106,photo of fire station : 2 whimsical fairy wonderland vibrant colors candyland wonderland : 4 gouache swirls detailed snyder zack and swanland raymond and pennington bruce ,a close - up of a toy town with a clock . 
107,"a realistic portrait of a breathtakingly beautiful futuristic transfer of data into my brain, atmospheric dreamscape painting, by moebius, by stanley artgerm lau, sakimichan, wlop and rossdraws, digtial painting, trending on artstation ",a painting of a woman 's face with pink hair . 
108,"logo design of a full moon, illustration, vector graphics, dots, pointillism, storybook art, bright colours, artstation ",an image of an image that is blurry . 
109,"vector art of the moon, detailed linework, illustration, logo design, pastel tones, flat background, artstation ",an abstract image of a circular pattern with a lot of animals on it . 
110,"beautiful landscape, environment, colors, film, dramatic, cinematic, highly detailed, mid day, large scale, hyperrealistic, realistic lighting, octane render, by wlop, artgerm, trending on artstation hd, 8 k, clear, sharp ",a painting of a lake and a mountain range . 
111,"realistic portrait beautiful painting of japanese owl, rainbow bird feathers, wearing woman hat. full body, fine art, trending on artstation, smooth draw, sharp focus, digital art, bright colors, fine draw, perfect lighting, high render, high resolution. ",an owl wearing a green hat with a colorful background . 
112,"main menu artwork, fantasy sorceress close - up portrait concept artwork for mmorpg royal quest by helen blizzard, in style of browser online game legend legacy of the dragons ",a painting of a woman wearing a crown . 
113,"an large, underwater cave, with lighting coning through from the surface. realistic painting. cinematic lighting. ",sunlight shining through a cave into the ocean . 
114,"vfx film closeup, spacex rocket launch, flat color profile low - key lighting award winning photography arri alexa cinematography, hyper real photorealistic cinematic, atmospheric cool colorgrade ",an image of a space rocket launching into the sky . 
115,nicolas cage with a wig made of brown eagle on his head ,a side by side picture of nicolas cage . 
116,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",an artist 's rendering of a room filled with electronic equipment . 
117,"concept art of translucent glowing curvy fairy dancing booty, renaissance, flowy, melting, round moons, rich clouds, very detailed, volumetric light, mist, fine art, textured oil over canvas, epic fantasy art, very colorful, ornate intricate scales, skulls, fractal gems, 8 k, hyper realistic, high contrast ",a painting of a woman with a fairy wings . 
118,"stone cairn, stone cairn inside a glass jar buried in sand, intricate detail, hyper detailed, ultra realistic, sharp focus, octane render, lantern, volumetric, ray tracing, sense of awe, swirling mist 4 k, himalayan rocksalt lamp ",a rock sitting on top of a rock in the middle of the desert . 
119,"a powerful dwarven deity in their celestial domain, highly detailed, dramatic lighting, dnd, sharp focus, by brian froud, vladimir abat - cherkasov, wojciech siudmak ",a painting of a man with a long beard holding a spear . 
120,"la pieta ultrarealistic ultradetailed medium shot painting of slimy catholic veiled transparent maiden with, skeleton still life, nerves, internal organs, greg rutkowski, peter gric, immerse, 1 9 th, special effects makeup, maximalist, glittering, gold, ivory, hyperreal, alphonse mucha, bride of frankenstein, 1 9 9 0's photo ",a blurry picture of a woman with a white shirt . 
121,"photo environement cyberpunk laboratory : 4, 4 k rtx hdr volume light concept studio matte painting environement digital illustration style cyberpunk 2 0 7 7 artstation artur tarnowski, mihai muscan, marcin tomalak, marta leydy, marcin stepien, charlotte hughes, zuzanna dabrowa neon bioluminiscence ",a man standing on a platform holding a guitar . 
122,"lovers being pulled apart across space & time, photorealistic by michael komarck, greg rutkowski, victo ngai, artgerm, willem claesz heda and j. dickenson ",an image of a group of people in the space . 
123,[ beautiful nymph of pure energy ] made of a [ heavenly soulful entity ]! trending on zbrush 3 d 1 6 k 3 2 k detailed intricate portrait good [ rim lighting ]!! frontal view contest winner award winning ,a woman with long dreadlocks is posing for the camera . 
124,a portrait painting of reynaldo betances ,a painting of a man in a white shirt . 
125,"arabian empress, art by artgerm and greg rutkowski and magali villeneuve, d & d, fantasy, portrait, highly detailed, digital painting, trending on artstation, sharp focus, illustration ",a painting of an egyptian woman wearing a gold headdress . 
126,"looking out of the window of a submarine, screenshot from'subnautica'",an image of an alien ship in the middle of the ocean . 
127,"digital portrait of a cute androgynous anime catboy with soft cat ears, highly detailed, lens focused on face, clear image, by alphonse mucha ",an illustration of a girl with brown hair wearing a cat ears . 
128,raccoon driving a tank in a playstation 1 video game ,an image of a tank in a video game 
129,"a medieval portrait of will ferrell with john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",a painting of a man in a renaissance costume . 
130,"portrait of beautiful long haired fluffy white cat with flowing fur wearing renaissance robes with lace collar and crown with jewels and flowers, detailed painting 4 k ",a painting of a white cat wearing a crown . 
131,"nordic mire, ice sculpture of a 1 9 th century farming woman milking a cow, scenic sunrise, hdr, photorealism, mist, enchanting scenery, nikon d 8 5 0, wide lens, sigma 5 5 ",a group of animals standing on top of a dry grass field . 
132,"photo cartoon illustration comic manga painting of cloakroom environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",a painting of a creature in a forest . 
133,a photo of a rabbit head on a grizzly bear body ,a brown bear standing on top of a grass covered field . 
134,norse city afloat of an ocean trending on artstation award winning by greg rutkowski cgsociety contest winner intricate 4 k detailed wide - angle 8 k quality ,a painting of a mountain range with a sun setting in the background . 
135,"steampunk aztec owl inside a glass jar buried in sand hanging from a hot air balloon, intricate detail, hyper detailed, ultra realistic, sharp focus, octane render, lantern, volumetric, ray tracing, sense of awe, swirling mist, blue moon, 4 k ",a jar with a clock inside of it . 
136,"seamless meat texture map for unity game engine, red meat, veins, seamless, texture map ",an abstract image of a red background . stock fotó - 1 1 9 9 0 0 0 0 0 
137,"grumpy the elder gods sitting in a bar, fantasy, concept art, artstation, disney, pixar, dreamworks, anime, tyler edlin, feng zhu, thomas karpi ",a group of people sitting at a bar . 
138,"painted portrait of female vampire wearing ornamented dress and made from elk skull mask, standing in dark ancient fantasy forest, surrounded by animal skulls, upper body, fantasy intricate elegant extremely detailed digital painting trending artstation concept art sharp focus illustration art by gustave courbet greg rutkowski craig mullins ",a painting of a woman in a forest . 
139,"realistic portrait of a black crusader knight in a byzantine mosaic, perfect face, perfect eyes, very detailed, very realistic, elegant, top art, renowed artwork ",a painting of a man with long black hair . 
140,"woman [ half skeleton ]!!, portrait!!, illustrated by greg rutkowski, gaston bussiere, zdzisław beksinski, trending on artstation, photorealistic, [ 4 k digital art ]!!, sharp, intricate, dark atmosphere, grimly lit room!! ",a painting of a woman with a skull painted on her face . 
141,"cyberpunk coral lich, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",a blurry image of a person in a red dress . 
142,"rugged african - american man engulfed in psychic aura, white eyes, portrait, surreal afropunk, alphonse mucha, rhads, ross tran, artstation, artgerm, octane render, 1 6 k ",a man with a pair of earrings on his head . 
143,"a simple and atmospheric watercolour portrait of a pretty young girl resembling lily james wearing a dress made of pockets, very muted colors, by rebecca guay, michael kaluta, charles vess and jean moebius giraud ",a woman with red hair standing next to a tree . 
144,"1 9 8 0 s synthwave liminal space, dark miami police station interior. cheap minimalist tv film set. nonsensical. ",an empty room in a building with a door open . 
145,"a bokeh photo of a zombie bus driver, documentary film, an ultrafine detailed painting by james jean, cgsociety, figurative art, detailed painting, dystopian art, high detail greg rutkowski and andreas rocha, tristan eaton, victo ngai, artgerm, rhads, ross draws ",a double decker bus parked on the side of the street . 
146,"mf doom, advertising poster design ",a hand holding a poster with a picture of a person wearing headphones . 
147,"chinese rocker guy with short hair wearing a serious expression, wearing a black vest and playing a pink guitar, smoke in the background, full color digital illustration in the style of frank frazetta,, artgerm, artstation trending ",a man holding a pink guitar in his hands . 
148,"cute fluffy baby cat rabbit hybrid mixed creature character concept, with long flowing mane blowing in the wind, long peacock feather tail, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a painting of a cat with feathers on it 's head . 
149,"cyberpunk coral cyborg shoggoth jellyfish, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",an abstract image of a pink and blue background . 
