,prompt,open_clip
24,"man, fireemblem, plaidshirt, bowlcut, roundglasses, art by artgerm and greg rutkowski and magali villeneuve, portrait, d & d, fantasy, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration ",a painting of a man wearing a suit and glasses . 
25,"woman with brown hair smiling, by sophie anderson ",an oil painting of a young woman with long red hair . 
26,"portrait of jinx from league of legends by jodhpurs greg manchess, painting by sargent and leyendecker, ghibli studio, asymmetrical intricate elegant illustration hearthstone, by greg rutkowski, by greg tocchini, by craig mullins ",a painting of a woman in a white dress . 
27,cyber bull enemy wearing power armor walks through a portal to the digital world. megalomaniacal expression. cyberpunk scene by ralph mcquarrie and beksinski r / characterart ,an image of a man walking through a tunnel . 
28,"braveheart gameplay still frame, pixel art, side scroller, level design, retro, no characters, megadrive, high contrast, background, deep focus, turnaround, highly detailed, dramatic lighting, digital painting, artstation, concept art, matte, greg rutkowski, moebius, illustration. ",a painting of two men in roman garb in front of a crowd of people . 
29,beautiful parakeet with long colorful flowing feathers blowing in the wind detailed painting 4 k ,a colorful parrot sitting on top of a tree branch . 
30,"vfx color film closeup portrait, huge behemoth alien face monster creature beast by aaron sims, in residential street, low - key lighting award winning photography arri alexa cinematography, hyper real photorealistic cinematic beautiful, atmospheric ",an image of an animal that looks like a dragon . 
31,"cozy library inside small tent!! in fantastical overgrown landscape, digital art, artstation, highly detailed, hyperdetailed ",an image of an image of an image of an image of an image of an image of an image of an image of an image of an 
32,"portrait of two young beautiful attractive russian belarusian finnish norwegian glamour ballerina dancing on the stage. full body. shoulder neckline bodice, detailed fantasy art, mysterious, bioluminescent, cosmic horror amazing award winning digital art, trending on artstation. volumetric lighting, close up, 3 5 mm ",a beautiful woman in a blue dress standing in front of a mirror . 
33,"bald joe biden is voldemort, film still from harry potter movies ",two pictures of a man with a fake nose . one of the man is wearing a suit and tie and the other is wearing a suit . 
34,an evil cosmic woman with an evil grin with her hands around a crystal ball of multiple universes chromatic neon bioluminescent interdimensional elegant evil horror trending on artstation ernst haeckel cgsociety contest winner symmetrical golden ratio centered intricate detailed refined ,an image of an image of a person with a face . 
35,"ancient golden ( chrome finish ) [ skateboard ], egyptian, museum exhibition, showcase, detailed, overhead lighting, dimly lit room, 4 0 mm camera phone photo ",a long board is shown in the sunlight . 
36,"illustration of helicopter over a rural village, 1 8 3 5. ",an old drawing of an old town with people in it . 
37,"cute miss mascot aspicot aspicot weedle super hero sticker art, cronobreaker, beeple game icon ",a sticker of a pink and yellow character . 
38,"3 d close - up swirly cat!!!!!!! moebius strip physics giant gladiola ceramic glass!! betta fish! jellyfish phoenix fire energy flow, highly detailed. by wlop, tooth wu, greg rutkowski, alena aenami, beeple ",a painting that is very bright and colorful . 
39,organ pipe sword ,a close up view of a bunch of sticks . 
40,"realistic portrait of emperor haile selassie of ethiopia in a byzantine mosaic, robbes with crosses, perfect face, perfect eyes, very detailed, very realistic, elegant, top art, renowed artwork ",a painting of a man with a beard . 
41,a dog driving a tank realistic cinematic 3 5 mm ,a tank driving down a road next to another tank . 
42,"mistic silhouette of a woman a full - length made of gray smoke in a dark old room, painted with black pencil, black white ",a blurry image of a person standing in front of a wall . 
43,"cute miss mascot florges florges florges pokemon sticker art, cronobreaker, beeple game icon ",a sticker of a pink and yellow character . 
44,"old polaroid picture of the devil in the white house, influencing the president ",a man in a suit and tie standing in a room . 
45,"blue dragonborn artificer, by ismail inceoglu, character portrait, detailed, dungeons and dragons ",an image of a man that is holding something in his hand . 
46,"beautiful woman with short blond hair, portrait, maya ali mage, gloomhaven, dynamic lighting, gaudy colors, octane render aesthetic, matte painting concept art, official fanart behance hd artstation by jesper ejsing, by rhads and makoto shinkai and lois van baarle and ilya kuvshinov and rossdraws ",a painting of a woman with blonde hair . 
47,"shinji ikari from neon genesis evangelion, vray, cinecolor, crisp natural lighting, sunlight, scattering, crepuscular rays, hdr, spectral, intricate detail, hypermaximalist, elegant, ornate, hyper realistic, super detailed, focal ",two young boys are standing side - by - side in front of a light . 
48,"cute great old ones sitting in a bar, fantasy, concept art, artstation, disney, pixar, dreamworks, anime, tyler edlin, feng zhu, thomas karpi ",an animated scene of a bar with people sitting at the bar . 
49,"a stunning portrait of an asian valkyrie with long black hair laying in grass by artgerm, dynamic lighting, ray tracing, tom bagshaw, alphonse mucha, donata giancola, mary jane ansell, ankh necklace, atmosphere, realism, octane render, dof, hyperdetailed, 8 k ",a painting of a woman holding a knife and a sword . 
50,"stone cairn, stone cairn inside a glass jar buried in sand, intricate detail, hyper detailed, ultra realistic, sharp focus, octane render, lantern, volumetric, ray tracing, sense of awe, swirling mist 4 k, himalayan rocksalt lamp - n 4 ",a stack of rocks with a light shining above them . 
51,"octopus wearing human clothes and pretending to be a dad, 3 d render ",an octopus with tentacles in the air . 
52,"good day to hunt dragons, beautiful landscape, environment, colors, film, dramatic, cinematic, highly detailed, mid day, large scale, hyperrealistic, realistic lighting, octane render, thomas kinkade, by wlop, artgerm, trending on artstation hd, 8 k, clear, sharp ",an image of a river flowing through a forest . 
53,"cloth, black brown fabric, jodhpurs high black or brown lether boots and belts, fashion retro, elegant long hair brunette young girl, dark fantasy traveler, geometrical low poly, dainty renaissance portrait by michael garmash, greg rutkowski, gaston bussiere, rhads, craig mullins ",a painting of a woman holding a sword . 
54,"portrait of nymp dancer ceramic iridiscent biomechanical divine mecha absurdly beautiful, elegant, graceful, ultrafine hyperrealistic detailed face kim jung gi, irakli nadar, intricate linework, sharp focus, bright colors, matte, octopath traveler, final fantasy, unreal engine highly rendered, global illumination, radiant light, intricate environment ",a woman 's face is made up of many metal parts . 
55,"underwater caslte, beautiful, environment, highly detailed, colors, craig mullins! art style, cinematic, cgsociety, by brian froud, rutkowski, lively, intricate ",an artistic rendering of a city with a lot of buildings . 
56,"scottish cairn inside a steampunk glass jar buried in sand, intricate detail, hyper detailed, ultra realistic, sharp focus, octane render, lantern, volumetric, ray tracing, sense of awe, swirling mist, blue moon, 4 k ",a glass jar with sand inside of it . 
57,weirdest cute glowing critters in a forest cabin surreal art digital painting digital illustration style of hieronymus bosch style of salvador dali style of magic the gathering ,a painting of a group of animals in a forest . 
58,"a photograph of a futuristic street scene, brutalist style architecture, straight edges, shop signs, finely detailed oil painting, impasto brush strokes, soft light, 8 k, dramatic composition, dramatic lighting, sharp focus, octane render, masterpiece, by adrian ghenie and jenny saville and zhang jingna ",an artistic rendering of a city with cars parked on the side of the road . 
59,zombie donald trump eating kid rock on the golf course. raining. professional film footage ,three men are playing golf in the rain . 
60,"close - up portrait of a ruggedly handsome heroine muscled girl riding on a large pig beast mount, intricate, elegant, highly detailed, artstation, artgerm, ralph horsley, rossdraw, mark ryden, sophie anderson, lilia alvarado, tom chambers, donato giancola, daniel f. gerhartz, joseph christian leyendecker, wlop ",a woman sitting on the back of an animal . 
61,dark fantasy book illustration ghibli ,a boy sitting on a ledge in front of a cave . 
62,"rendering of futuristic intricate lamboghini robot with sleek impulsing circuits, glittering light leaks, organic electromagnetic waves, blue glowing led eyes, wearing a very intricate mask by feng zhu and goggles, octane render, trending on artstation, dystopia tokyo by johannes w. dalheimer ",an image of a robot that is lit up . 
63,"fashion photography of marilyn monroe, wearing demobaza fashion, inside berghain, berlin fashion,, futuristic fashion, dark minimal outfit, photo 3 5 mm leica, hyperdetail, berghain, 8 k, very detailed, photo by nick knight ",a black - and - white photo of a woman with blonde hair . 
64,"music warning label, 2 0 7 7 cyberpunk ",a sign that says muuusiic with a purple border around it . 
65,"oil painting full body portrait of mean machine from 2 0 0 0 ad, greg staples ",a painting of a giant robot in the sky . 
66,"underground, basement, fisheye spiral, naive, extra narrow, detailed illustration of a kitchen, large floor, dimly lit by rhads from lorax movie, trending artstation, dark blue, vines crawling, tavern ",an illustration of a kitchen with a large window . 
67,"happy birthday, summer field, flowers, danish cookery, worn - out road, nordic pastel colors, perfect lightning ",a field of pink and purple flowers in the middle of a field . 
68,"ascension of the scarlet woman by caravaggio adolf wolfli beksinski jan van eyck francis bacon, fantasy, god, religious ritual, epiphany ascension, red robe, conical red hood ",a group of people dressed in red robes . 
69,patent illustration of a robotic spider. technical document ,a drawing of an old fashioned bicycle . 
70,a portrait painting of brigid tuitt ,a painting of a woman smiling for the camera . 
71,"beautiful biarritz landscape, illustration, concept art, pixiv, art by wlop and greg rutkowski and makoto shinkai and studio ghibli and kyoto animation, vivid, colorful, cel - shaded, blackoutlines ",two people are walking on a path near the ocean . 
72,"wide establishing shot fantasy scifi scene by martin deschambault of many soliders marching in formation on a bridge leading to a gigantic pyramid temple, aerial symmetrical view, very wide angle ",there is a group of people standing next to each other in front of some pyramids . 
73,"paris coffee shop, photography by marc adamus, sunset, dramatic lighting, raining, clouds, beautiful ",the eiffel tower in paris is lit up by the setting sun . 
74,"a river in a colourful forest, very detailed, aesthetic, perfect lighting, perfect composition, cinema 4 d, octane render, 3 d, 4 k, by sammal 4 d ",a river running through a forest filled with trees . 
75,[ [ [ [ [ [ [ [ [ [ [ [ willem dafoe ] ] ] ] ] ] ] ] ] ] ] ] as ( ( ( ( the joker ) ) ) ). film still. screenshot. dark colors. the dark knight 2 0 0 8. directed by christopher nolan. extremely detailed. 4 k. ,a man with green hair is standing in the middle of a crowd . 
76,mads mikkelsen as luke skywalker in a lightsaber fight ,a close up of a person holding a cell phone . 
77,liminal amazon warehouse ,a warehouse filled with lots of cardboard boxes . 
78,symmetric intricate detailed fractal mandelbulb portrait marble head sculpture of millie bobby brown ,a sculpture of a woman 's head with flowers on her head . 
79,"happy anime girl reading bronze age mindset, highly detailed ",a woman is reading a book in front of an animal . 
80,a wide shot angle of a tumultuous landscape [ made of multiversal portals ]!! trending on artstation rutkowski artgerm winkelmann wlop mucha beksinski artstation hd intricate cgsociety contest winner 3 2 k lively multiversal extraterrestrial sci - fi fantasy dark fantasy sci - fi art ,an image of an ocean with a bird flying over it . 
81,"attractive female mage with a plague doctor mask, attractive, shrapnel like jagged spikes running from one arm to the other, 9 5 % right arm mechanical, character concept art, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",a painting of a woman wearing a black outfit and a black hat . 
82,"portrait of a terrified and frightened beautiful young woman with big crimson blood splotches on her face. curled in a corner weeping terror, in a castle corridor. wearing a magnificent intricate emerald necklace. long brown hair. 4 k low angle photograph, lens focused on necklace, clear image, detailed eyes ",a woman with blood on her face and teeth . 
83,"heavilly armored dwarven woman, intricate braided hair, thick plate mail, big nose, short and plump figure, soft lighting, cinematic, proud and strong woman, sharp focus, highly detailed, smooth, dnd, lotr, dragon age, masterwork illustration by jeff easley, blue rimlights ",a blurry picture of a woman in a black dress . 
84,"a man with a golden cage around his head, octane render, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ",a painting of a man wearing a crown . 
85,"old trafford, palm tree ",a palm tree in front of a large stadium . 
86,"a small grassland nestled in the hollow of a tree, studio lighting, golden ratio, details, masterpiece, fine art, intricate, decadent, ornate, highly detailed, digital painting, octane render, ray tracing reflections, 8 k, artstation, concept art, smooth, sharp focus, illustration, art by claude monet and vincent van gogh and van eyck ",a painting of a tree in the middle of a field . 
87,"2 d character design, music group, vector art, digital art, portrait, 4 k, 8 k, sharp focus, smooth, illustration, concept art, jazz band ",a group of people that are standing up . 
88,"raining in a city with a lot of people in it, by john martin an ultrafine detailed matte painting, neoclassicism, apocalypse art, apocalypse landscape, hellish background ",an oil painting of a man standing on a bridge . 
89,blade runner movie still in kiev in winter by denis villeneuve tom anders zorn hans dragan bibin thoma greg rutkowski ismail inceoglu alphonse mucha blue color scheme ,people are walking down the street in the rain . 
90,the moon as a lightbulb being unscrewed by someones hand ,a hand holding a light bulb next to two moons . 
91,"textless logo. a first punches the planet earth. logo design. graphic design. clean lines, solid colours. textless ",a series of four images of a circle with a cat on it . 
92,"robots creating new robots in a dirty factory, oil painting by justin gerard, deviantart, warm colors ",a group of robots are in a room with lots of windows . 
93,"a beautiful painting of pyramids on the moon by nekro and pascal blanche and syd mead and greg rutkowski and sachin teng and victo ngai and simon stalenhag and chris voy and tsutomu nihei. in style of cg art. ray tracing, cel shading, 3 d. ue 5. hyper detailed. realistic. maya. octane render. ",two people standing on a desert looking at the pyramids . 
94,"cute miss mascot zorua zorua zorua super hero sticker art, cronobreaker, beeple game icon ",a sticker of a pink cat with a black background . 
95,"victo ngai cute cthulhu sticker decal design, highly detailed, high quality, digital painting, by ross tran and studio ghibli and alphonse mucha, artgerm ",a person is holding a sticker of an octopus . 
96,"tree of life growing out of a book, on a wooden table, inside a palace, sakura flowers on the book, midsommar style, rim light, extremely detailed, masterpiece, artstation, cinematic lighting, photographic, by greg rutkowski and alphonse mucha, wolp, horizon zero dawn ",a painting of a tree with pink flowers in it . 
97,"a portrait painting of a buck in suit sitting on a sofa, in the style of anime, humanoid, anthropomorphic, personify, trending on artstation ",a deer wearing a suit and tie holding an open book . 
98,"portrait of [ [ lana del rey ] ] as a cyborg cyberpunk [ upper body ] intricate abstract. intricate artwork. by tooth wu, wlop, beeple, dan mumford. octane render, trending on artstation, greg rutkowski very coherent symmetrical artwork. cinematic, [ [ hyper realism ] ], high detail, octane render, 8 k, iridescent accents ",an illustration of a woman with a lot of technology on her head . 
99,"photo cartoon illustration comics manga painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, fantasy, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, contrast ",a painting of an industrial kitchen with a lot of appliances . 
